,,Site LCOE ($/MWh),Transmission LCOE ($/MWh),Site LCOE + Trans LCOE,,Capital Cost Transmission ($/MW),,,Net Capacity Factor,Grid Feature Connection,Resource Class,Capacity (MW),Onshore Distance,Distance from Point to Grid,Area (sq.km),,,ReEDS Demand Region
gid,line_join_gid,site_lcoe,trans_lcoe,full_lcoe,subjoin,cap_cost_trans,transmission_multiplier,region_sub_cost_mult,ncf,category,re_class,capacity,onshore_dist,dist_mi,sq_km,lat,lon,demreg
1402,37647,0.108258307,2.85595319,3.93853626,-999,48893.90021,1,1,0.191525042,LoadCen,13,6.9984,12.46657323,12.46657323,0.2187,-725269.324,-1653657.13,453
1403,37648,0.108258337,4.214960493,5.297543861,-999,72160.08525,1,1,0.191525012,PCALoadCen,13,132.7104,14.82919053,14.82919053,4.1472,-725269.324,-1656537.13,453
1404,35244,0.122153558,9.638430958,10.85996654,-999,146275.4094,1,1,0.169780165,PCALoadCen,11,18.144,33.72651949,33.72651949,0.567,-728149.324,-1869657.13,451
1405,35244,0.116064839,9.076738154,10.23738654,-999,144942.7003,1,1,0.178644031,PCALoadCen,12,51.3216,33.38671604,33.38671604,1.6038,-728149.324,-1861017.13,451
1406,35244,0.121277727,9.514554195,10.72733147,-999,145458.4766,1,1,0.171030104,PCALoadCen,11,36.0288,33.51822453,33.51822453,1.1259,-728149.324,-1866777.13,451
1407,35244,0.121277727,9.514554195,10.72733147,-999,145458.4766,1,1,0.171030104,PCALoadCen,12,1.296,33.51822453,33.51822453,0.0405,-728149.324,-1866777.13,451
1408,35244,0.115956984,9.087317113,10.24688696,-999,145248.2507,1,1,0.178812221,PCALoadCen,12,14.256,33.46462283,33.46462283,0.4455,-728149.324,-1858137.13,451
1409,35244,0.113449357,8.931540784,10.06603436,-999,145927.0165,1,1,0.1827811,PCALoadCen,12,6.2208,33.63768907,33.63768907,0.1944,-728149.324,-1855257.13,451
1410,35244,0.11245586,8.91775672,10.04231532,-999,146973.2825,1,1,0.18437615,PCALoadCen,12,3.888,33.90445756,33.90445756,0.1215,-728149.324,-1852377.13,451
1411,35244,0.113179103,9.060913038,10.19270406,-999,148378.465,1,1,0.183198065,PCALoadCen,12,64.8,34.26273967,34.26273967,2.025,-728149.324,-1849497.13,451
1412,35238,0.116186082,6.838962257,8.00082308,-999,109098.3991,1,1,0.178463802,LoadCen,11,0.2592,27.81703189,27.81703189,0.0081,-728149.324,-1863897.13,451
1413,35244,0.116186082,9.090310046,10.25217087,-999,145012.9765,1,1,0.178463802,PCALoadCen,12,26.1792,33.4046345,33.4046345,0.8181,-728149.324,-1863897.13,451
1414,35244,0.112407193,9.105158633,10.22923056,-999,150131.4499,1,1,0.184461668,PCALoadCen,12,241.056,34.70970166,34.70970166,7.533,-728149.324,-1846617.13,451
1415,35244,0.112025931,9.200652189,10.3209115,-999,152219.0047,1,1,0.185085431,PCALoadCen,12,259.4592,35.24196958,35.24196958,8.1081,-728149.324,-1843737.13,451
1416,35244,0.112331733,9.371752613,10.49506994,-999,154626.2304,1,1,0.184579864,PCALoadCen,12,64.5408,35.85574462,35.85574462,2.0169,-728149.324,-1840857.13,451
1417,35244,0.111144349,9.435252656,10.54669615,-999,157337.0221,1,1,0.186551765,PCALoadCen,12,9.5904,36.54692047,36.54692047,0.2997,-728149.324,-1837977.13,451
1418,35244,0.111102797,9.61141202,10.72243999,-999,160334.5104,1,1,0.186621547,PCALoadCen,12,4.1472,37.31119592,37.31119592,0.1296,-728149.324,-1835097.13,451
1419,35244,0.110710695,9.772512785,10.87961974,-999,163601.4632,1,1,0.187284961,PCALoadCen,12,8.0352,38.14417725,38.14417725,0.2511,-728149.324,-1832217.13,451
1420,35244,0.110283807,9.944364441,11.04720251,-999,167120.6336,1,1,0.188007429,PCALoadCen,12,5.4432,39.041467,39.041467,0.1701,-728149.324,-1829337.13,451
1421,35231,0.110342115,9.996434564,11.09985572,-999,167907.7286,1,1,0.187908977,PCALoadCen,12,12.96,39.24215417,39.24215417,0.405,-728149.324,-1826457.13,451
1422,35231,0.110639662,10.07789759,11.18429421,-999,168820.8236,1,1,0.187403649,PCALoadCen,12,10.6272,39.47496777,39.47496777,0.3321,-728149.324,-1823577.13,451
1423,35231,0.110820822,10.16761986,11.27582809,-999,170044.5696,1,1,0.187096402,PCALoadCen,12,0.7776,39.78698868,39.78698868,0.0243,-728149.324,-1820697.13,451
1424,35231,0.110532179,10.23173897,11.33706076,-999,171571.7291,1,1,0.187593699,PCALoadCen,12,4.1472,40.17637152,40.17637152,0.1296,-728149.324,-1817817.13,451
1425,35231,0.111501887,10.43147011,11.54648898,-999,173393.5812,1,1,0.185955688,PCALoadCen,12,8.2944,40.6408927,40.6408927,0.2592,-728149.324,-1814937.13,451
1426,35231,0.110776275,10.78979469,11.89755745,-999,180522.7801,1,1,0.187171966,PCALoadCen,12,21.2544,42.45863848,42.45863848,0.6642,-728149.324,-1806297.13,451
1427,35231,0.111037344,10.51433412,11.62470755,-999,175500.1531,1,1,0.186731547,PCALoadCen,12,5.4432,41.17800945,41.17800945,0.1701,-728149.324,-1812057.13,451
1428,35231,0.110568434,10.61193203,11.71761637,-999,177880.4655,1,1,0.187523529,PCALoadCen,12,18.6624,41.78492235,41.78492235,0.5832,-728149.324,-1809177.13,451
1429,35231,0.110928573,10.97773325,12.08701898,-999,183414.8383,1,1,0.186914831,PCALoadCen,12,51.3216,43.19603221,43.19603221,1.6038,-728149.324,-1803417.13,451
1430,35231,0.111157037,11.18802829,12.29959867,-999,186544.0825,1,1,0.186530516,PCALoadCen,12,36.5472,43.99390171,43.99390171,1.1421,-728149.324,-1800537.13,451
1431,35231,0.110812731,11.35369067,12.46181798,-999,189897.8544,1,1,0.187113434,PCALoadCen,12,38.3616,44.84901947,44.84901947,1.1988,-728149.324,-1797657.13,451
1432,35231,0.110690795,11.55427015,12.6611781,-999,193463.5666,1,1,0.187317625,PCALoadCen,12,76.2048,45.75817609,45.75817609,2.3814,-728149.324,-1794777.13,451
1433,35231,0.110601239,11.76969775,12.87571014,-999,197228.8463,1,1,0.187467977,PCALoadCen,12,107.568,46.71821681,46.71821681,3.3615,-728149.324,-1791897.13,451
1434,37644,0.108953267,10.711684,11.80121667,-999,182215.3883,1,1,0.190304592,PCALoadCen,13,125.4528,42.89020611,42.89020611,3.9204,-728149.324,-1783257.13,451
1435,37644,0.107572064,10.24109945,11.31682008,-999,176464.8028,1,1,0.192767352,PCALoadCen,13,212.544,41.42396808,41.42396808,6.642,-728149.324,-1780377.13,451
1436,37644,0.11041037,11.55618348,12.66028718,-999,193986.6433,1,1,0.187792987,PCALoadCen,12,99.5328,45.89154597,45.89154597,3.1104,-728149.324,-1789017.13,451
1437,37644,0.11041037,11.55618348,12.66028718,-999,193986.6433,1,1,0.187792987,PCALoadCen,13,4.6656,45.89154597,45.89154597,0.1458,-728149.324,-1789017.13,451
1438,37644,0.106617741,9.826419361,10.89259677,-999,170817.503,1,1,0.194472879,PCALoadCen,13,166.6656,39.98406501,39.98406501,5.2083,-728149.324,-1777497.13,451
1439,7231,0.109197244,6.293430907,7.385403347,-999,106817.0789,1,1,0.18987824,TransLine,12,0.2592,23.66575188,23.66575188,0.0081,-728149.324,-1786137.13,451
1440,37644,0.109197244,11.08003026,12.1720027,-999,188059.0228,1,1,0.18987824,PCALoadCen,13,132.7104,44.38016899,44.38016899,4.1472,-728149.324,-1786137.13,451
1441,37644,0.105858453,9.440343709,10.49892824,-999,165285.0559,1,1,0.195869923,PCALoadCen,13,5.9616,38.57344616,38.57344616,0.1863,-728149.324,-1774617.13,452
1442,33857,0.107374795,6.788255722,7.86200367,8981,117171.131,1,1,0.193100944,Substation,13,0.7776,29.87535212,29.87535212,0.0243,-728149.324,-1771737.13,452
1443,37644,0.107458733,8.964765604,10.03935293,-999,154618.6735,1,1,0.192950085,PCALoadCen,13,23.0688,35.85381782,35.85381782,0.7209,-728149.324,-1768857.13,452
1444,37644,0.107603654,8.68059179,9.756628332,-999,149516.1085,1,1,0.192690641,PCALoadCen,13,214.8768,34.55280685,34.55280685,6.7149,-728149.324,-1765977.13,452
1445,37644,0.108111329,8.15863959,9.239752883,-999,139865.7607,1,1,0.19178544,PCALoadCen,13,263.6064,32.09223884,32.09223884,8.2377,-728149.324,-1760217.13,452
1446,37644,0.108119443,7.896521405,8.977715836,-999,135362.1007,1,1,0.191771135,PCALoadCen,13,265.4208,30.94393184,30.94393184,8.2944,-728149.324,-1757337.13,452
1447,37644,0.107817918,8.411400775,9.489579955,-999,144591.5073,1,1,0.192307591,PCALoadCen,13,238.7232,33.29717168,33.29717168,7.4601,-728149.324,-1763097.13,452
1448,37644,0.107982971,7.638575305,8.718405013,-999,131106.1528,1,1,0.192013904,PCALoadCen,13,265.1616,29.85878451,29.85878451,8.2863,-728149.324,-1754457.13,452
1449,37644,0.107832894,7.396392527,8.474721464,-999,127125.8786,1,1,0.192280829,PCALoadCen,13,265.4208,28.8439262,28.8439262,8.2944,-728149.324,-1751577.13,452
1450,37644,0.107913233,7.187949335,8.267081668,-999,123451.3571,1,1,0.192137808,PCALoadCen,13,263.6064,27.9070263,27.9070263,8.2377,-728149.324,-1748697.13,452
1451,37644,0.108300611,7.018767245,8.101773358,-999,120114.3561,1,1,0.191450298,PCALoadCen,13,263.088,27.05618462,27.05618462,8.2215,-728149.324,-1745817.13,452
1452,37644,0.108736396,6.872921409,7.960285368,-999,117147.6387,1,1,0.190683946,PCALoadCen,13,263.3472,26.29975489,26.29975489,8.2296,-728149.324,-1742937.13,452
1453,37644,0.108773492,6.724800619,7.812535542,-999,114583.9747,1,1,0.190619111,PCALoadCen,13,125.712,25.64609248,25.64609248,3.9285,-728149.324,-1740057.13,452
1454,37644,0.10805776,6.556454915,7.637032512,-999,112454.8545,1,1,0.191880614,PCALoadCen,13,37.0656,25.10322655,25.10322655,1.1583,-728149.324,-1737177.13,452
1455,37644,0.107931666,6.45178012,7.531096781,-999,110788.9591,1,1,0.1921051,PCALoadCen,13,125.4528,24.67846994,24.67846994,3.9204,-728149.324,-1734297.13,452
1456,33840,0.107626803,2.828806177,3.90507421,8961,48713.41403,1,1,0.19264926,Substation,13,11.1456,12.42055432,12.42055432,0.3483,-728149.324,-1731417.13,452
1457,37644,0.108366556,6.369456407,7.453121972,-999,108937.6452,1,1,0.191336393,PCALoadCen,13,26.4384,24.20643683,24.20643683,0.8262,-728149.324,-1728537.13,452
1458,37644,0.108673029,6.378342418,7.465072704,-999,108781.1486,1,1,0.190795347,PCALoadCen,13,234.8352,24.16653458,24.16653458,7.3386,-728149.324,-1725657.13,452
1459,37644,0.108869828,6.411216613,7.499914896,-999,109143.5631,1,1,0.190449417,PCALoadCen,13,265.4208,24.25894011,24.25894011,8.2944,-728149.324,-1722777.13,452
1460,37648,0.10884048,6.066945327,7.155350132,-999,103310.6619,1,1,0.1905009,PCALoadCen,13,265.4208,22.77171389,22.77171389,8.2944,-728149.324,-1717017.13,453
1461,37648,0.108694464,5.64821207,6.73515671,-999,96309.69296,1,1,0.190757215,PCALoadCen,13,265.4208,20.98666317,20.98666317,8.2944,-728149.324,-1714137.13,453
1462,37644,0.108561799,6.444364046,7.529982035,-999,110019.0131,1,1,0.190989569,PCALoadCen,13,265.4208,24.48215529,24.48215529,8.2944,-728149.324,-1719897.13,452
1463,37648,0.108498141,5.228381151,6.313362563,-999,89312.00831,1,1,0.191101715,PCALoadCen,13,265.4208,19.20244985,19.20244985,8.2944,-728149.324,-1711257.13,453
1464,37648,0.108462468,4.817396567,5.902021245,-999,82318.61714,1,1,0.191164672,PCALoadCen,13,265.4208,17.41933124,17.41933124,8.2944,-728149.324,-1708377.13,453
1465,37648,0.108214006,4.398371408,5.480511467,-999,75330.98815,1,1,0.191603631,PCALoadCen,13,265.4208,15.63768183,15.63768183,8.2944,-728149.324,-1705497.13,453
1466,37648,0.108293489,3.993784759,5.076719645,-999,68351.34384,1,1,0.191462785,PCALoadCen,13,265.4208,13.85806829,13.85806829,8.2944,-728149.324,-1702617.13,453
1467,37648,0.108448535,3.591764253,4.676249605,-999,61383.21282,1,1,0.191189379,PCALoadCen,13,265.4208,12.08139032,12.08139032,8.2944,-728149.324,-1699737.13,453
1468,37648,0.108543441,3.187841491,4.273275898,-999,54432.54809,1,1,0.191022232,PCALoadCen,13,265.4208,10.30916576,10.30916576,8.2944,-728149.324,-1696857.13,453
1469,37648,0.108239062,2.774637444,3.857028065,-999,47510.21999,1,1,0.191559091,PCALoadCen,13,265.4208,8.544166238,8.544166238,8.2944,-728149.324,-1693977.13,453
1470,37648,0.10822165,2.372928805,3.455145306,-999,40638.32861,1,1,0.191590115,PCALoadCen,13,264.9024,6.792026672,6.792026672,8.2782,-728149.324,-1691097.13,453
1471,37648,0.10772308,1.968544104,3.0457749,-999,33869.27447,1,1,0.192478716,PCALoadCen,13,265.4208,5.066107718,5.066107718,8.2944,-728149.324,-1688217.13,453
1472,37648,0.107522428,1.587281315,2.662505596,-999,27360.29171,1,1,0.1928363,PCALoadCen,13,264.384,3.40649967,3.40649967,8.262,-728149.324,-1685337.13,453
1473,37648,0.107722715,1.266648954,2.343876099,-999,21792.85123,1,1,0.192477405,PCALoadCen,13,265.1616,1.986958499,1.986958499,8.2863,-728149.324,-1682457.13,453
1474,37648,0.108116865,1.192400417,2.273569069,-999,20440.61143,1,1,0.191775769,PCALoadCen,13,265.4208,1.642175276,1.642175276,8.2944,-728149.324,-1679577.13,453
1475,37648,0.108340092,1.457953204,2.541354124,-999,24941.32403,1,1,0.19138059,PCALoadCen,13,265.4208,2.789730758,2.789730758,8.2944,-728149.324,-1676697.13,453
1476,37648,0.108375289,1.824065644,2.90781853,-999,31194.28593,1,1,0.191318318,PCALoadCen,13,265.4208,4.384060667,4.384060667,8.2944,-728149.324,-1673817.13,453
1477,37648,0.108469114,2.216726845,3.301417982,-999,37876.68686,1,1,0.191153288,PCALoadCen,13,265.4208,6.087885482,6.087885482,8.2944,-728149.324,-1670937.13,453
1478,37648,0.10872446,2.622778702,3.710023302,-999,44709.45606,1,1,0.190703958,PCALoadCen,13,265.4208,7.83004999,7.83004999,8.2944,-728149.324,-1668057.13,453
1479,37648,0.108682632,3.026461602,4.113287926,-999,51610.73008,1,1,0.190777346,PCALoadCen,13,265.4208,9.589681305,9.589681305,8.2944,-728149.324,-1665177.13,453
1480,37648,0.108621381,3.431369478,4.51758329,-999,58548.68294,1,1,0.190884918,PCALoadCen,13,265.1616,11.3586647,11.3586647,8.2863,-728149.324,-1662297.13,453
1481,37648,0.108460769,3.83357832,4.918186011,-999,65508.49538,1,1,0.191168025,PCALoadCen,13,264.9024,13.13322167,13.13322167,8.2782,-728149.324,-1659417.13,453
1482,37648,0.108261287,4.233900136,5.316513008,-999,72482.36358,1,1,0.191519812,PCALoadCen,13,264.9024,14.91136246,14.91136246,8.2782,-728149.324,-1656537.13,453
1483,37648,0.108222641,4.640165794,5.722392205,-999,79465.79575,1,1,0.191588178,PCALoadCen,13,222.3936,16.6919418,16.6919418,6.9498,-728149.324,-1653657.13,453
1484,37648,0.107997015,5.037811294,6.117781445,-999,86456.02657,1,1,0.191988558,PCALoadCen,13,62.4672,18.47425461,18.47425461,1.9521,-728149.324,-1650777.13,453
1485,35244,0.116940662,9.59227549,10.76168211,-999,152027.0764,1,1,0.177305117,PCALoadCen,12,17.8848,35.19303325,35.19303325,0.5589,-731029.324,-1863897.13,451
1486,35244,0.116435334,9.546624458,10.7109778,-999,151960.3732,1,1,0.178074807,PCALoadCen,12,33.1776,35.1760258,35.1760258,1.0368,-731029.324,-1861017.13,451
1487,35244,0.119198166,9.798659113,10.99064077,-999,152450.0086,1,1,0.174053505,PCALoadCen,11,2.8512,35.30086909,35.30086909,0.0891,-731029.324,-1866777.13,451
1488,35244,0.119198166,9.798659113,10.99064077,-999,152450.0086,1,1,0.174053505,PCALoadCen,12,4.9248,35.30086909,35.30086909,0.1539,-731029.324,-1866777.13,451
1489,35244,0.11479485,9.428676538,10.57662504,-999,152250.4146,1,1,0.180646569,PCALoadCen,12,72.3168,35.24997821,35.24997821,2.2599,-731029.324,-1858137.13,451
1490,35244,0.11281354,9.367030587,10.49516599,-999,153889.1264,1,1,0.183792576,PCALoadCen,12,15.8112,35.66780376,35.66780376,0.4941,-731029.324,-1852377.13,451
1491,35244,0.113677748,9.377609057,10.51438653,-999,152894.9657,1,1,0.182399243,PCALoadCen,12,15.2928,35.41432068,35.41432068,0.4779,-731029.324,-1855257.13,451
1492,35244,0.113022193,9.465870393,10.59609233,-999,155225.5135,1,1,0.183452874,PCALoadCen,12,150.8544,36.008545,36.008545,4.7142,-731029.324,-1849497.13,451
1493,35244,0.112431183,9.517537775,10.64184961,-999,156894.5256,1,1,0.184418783,PCALoadCen,12,206.5824,36.43409629,36.43409629,6.4557,-731029.324,-1846617.13,451
1494,35244,0.11223606,9.621646919,10.74400752,-999,158884.6681,1,1,0.18473728,PCALoadCen,12,125.1936,36.94152681,36.94152681,3.9123,-731029.324,-1843737.13,451
1495,35231,0.110915817,9.601944224,10.7111024,-999,160446.5731,1,1,0.186936125,PCALoadCen,12,3.3696,37.33976877,37.33976877,0.1053,-731029.324,-1837977.13,451
1496,35231,0.112049751,9.743293895,10.86379141,-999,161164.2258,1,1,0.185048178,PCALoadCen,12,3.1104,37.52275007,37.52275007,0.0972,-731029.324,-1840857.13,451
1497,35231,0.11047148,9.540490378,10.64520517,-999,160063.0344,1,1,0.187690511,PCALoadCen,12,1.8144,37.24197716,37.24197716,0.0567,-731029.324,-1835097.13,451
1498,35231,0.110072859,9.503328307,10.60405689,-999,160016.2425,1,1,0.188369378,PCALoadCen,12,6.7392,37.23004654,37.23004654,0.2106,-731029.324,-1832217.13,451
1499,35231,0.109728679,9.490750782,10.58803757,-999,160306.5205,1,1,0.188961178,PCALoadCen,12,22.5504,37.30405928,37.30405928,0.7047,-731029.324,-1829337.13,451
1500,35231,0.110647388,9.664753453,10.77122733,-999,161888.0424,1,1,0.187389806,PCALoadCen,12,19.9584,37.70730301,37.70730301,0.6237,-731029.324,-1823577.13,451
1501,35231,0.10979481,9.53346043,10.63140853,-999,160931.8706,1,1,0.188848466,PCALoadCen,12,8.5536,37.46350603,37.46350603,0.2673,-731029.324,-1826457.13,451
1502,35231,0.109686725,9.656639518,10.75350677,-999,163168.6743,1,1,0.189030871,PCALoadCen,12,3.1104,38.03382822,38.03382822,0.0972,-731029.324,-1820697.13,451
1503,35231,0.109896101,9.769719208,10.86868022,-999,164765.4983,1,1,0.18867144,PCALoadCen,12,12.1824,38.44097356,38.44097356,0.3807,-731029.324,-1817817.13,451
1504,35231,0.110346541,9.923006162,11.02647157,-999,166668.5933,1,1,0.187902465,PCALoadCen,12,20.736,38.92620942,38.92620942,0.648,-731029.324,-1814937.13,451
1505,35231,0.110853471,10.10014568,11.20868039,-999,168866.6688,1,1,0.187041625,PCALoadCen,12,9.8496,39.48665702,39.48665702,0.3078,-731029.324,-1812057.13,451
1506,35231,0.110471345,10.21319916,11.31791261,-999,171347.363,1,1,0.18768847,PCALoadCen,12,15.0336,40.11916445,40.11916445,0.4698,-731029.324,-1809177.13,451
1507,35231,0.11050979,10.38066789,11.4857658,-999,174097.5389,1,1,0.187624395,PCALoadCen,12,40.6944,40.82038219,40.82038219,1.2717,-731029.324,-1806297.13,451
1508,35231,0.110711798,10.57919502,11.686313,-999,177103.5656,1,1,0.187282264,PCALoadCen,12,56.5056,41.58683469,41.58683469,1.7658,-731029.324,-1803417.13,451
1509,35231,0.111261457,10.82678677,11.93940134,-999,180351.5737,1,1,0.186355546,PCALoadCen,12,38.88,42.41498565,42.41498565,1.215,-731029.324,-1800537.13,451
1510,35231,0.111472249,11.05637837,12.17110086,-999,183827.6799,1,1,0.186003014,PCALoadCen,12,22.8096,43.30129522,43.30129522,0.7128,-731029.324,-1797657.13,451
1511,35231,0.111098483,11.24052057,12.35150541,-999,187518.1761,1,1,0.186628908,PCALoadCen,12,42.2496,44.24226824,44.24226824,1.3203,-731029.324,-1794777.13,451
1512,35231,0.111082643,11.47212642,12.58295285,-999,191409.6835,1,1,0.186655998,PCALoadCen,12,58.8384,45.2344935,45.2344935,1.8387,-731029.324,-1791897.13,451
1513,37644,0.10949567,11.34158582,12.43654251,-999,191977.8763,1,1,0.189364851,PCALoadCen,12,18.4032,45.37936673,45.37936673,0.5751,-731029.324,-1786137.13,451
1514,37644,0.10949567,11.34158582,12.43654251,-999,191977.8763,1,1,0.189364851,PCALoadCen,13,49.5072,45.37936673,45.37936673,1.5471,-731029.324,-1786137.13,451
1515,35231,0.110924922,11.69982576,12.80907498,-999,195489.2724,1,1,0.186924189,PCALoadCen,12,61.6896,46.27467425,46.27467425,1.9278,-731029.324,-1789017.13,451
1516,9185,0.110924922,8.691035947,9.800285166,-999,145216.2049,1,1,0.186924189,TransLine,13,1.8144,33.45645203,33.45645203,0.0567,-731029.324,-1789017.13,451
1517,37644,0.107367083,10.46424392,11.53791476,-999,180656.5126,1,1,0.193138003,PCALoadCen,12,7.5168,42.49273651,42.49273651,0.2349,-731029.324,-1780377.13,451
1518,37644,0.107367083,10.46424392,11.53791476,-999,180656.5126,1,1,0.193138003,PCALoadCen,13,197.7696,42.49273651,42.49273651,6.1803,-731029.324,-1780377.13,451
1519,37644,0.106343865,10.05001724,11.11345589,-999,175156.1674,1,1,0.194975749,PCALoadCen,13,133.7472,41.09030274,41.09030274,4.1796,-731029.324,-1777497.13,451
1520,37644,0.109268285,10.98148354,12.0741664,-999,186267.2282,1,1,0.189756826,PCALoadCen,12,65.0592,43.92331163,43.92331163,2.0331,-731029.324,-1783257.13,451
1521,37644,0.109268285,10.98148354,12.0741664,-999,186267.2282,1,1,0.189756826,PCALoadCen,13,136.3392,43.92331163,43.92331163,4.2606,-731029.324,-1783257.13,451
1522,37644,0.105720744,9.684295133,10.74150257,-999,169777.8841,1,1,0.196125954,PCALoadCen,13,25.6608,39.71899135,39.71899135,0.8019,-731029.324,-1774617.13,452
1523,33855,0.107754149,7.273389787,8.350931272,9183,125102.9947,1,1,0.192421153,Substation,13,1.0368,31.8977549,31.8977549,0.0324,-731029.324,-1771737.13,452
1524,37644,0.106986634,9.203766069,10.27363241,-999,159441.3709,1,1,0.193801627,PCALoadCen,13,32.6592,37.08347041,37.08347041,1.0206,-731029.324,-1768857.13,452
1525,37644,0.107526451,8.964270807,10.03953532,-999,154514.0445,1,1,0.19283016,PCALoadCen,13,222.3936,35.82714036,35.82714036,6.9498,-731029.324,-1765977.13,452
1526,37644,0.107851908,8.715435708,9.793954785,-999,149770.8468,1,1,0.192247257,PCALoadCen,13,251.424,34.61775797,34.61775797,7.857,-731029.324,-1763097.13,452
1527,37644,0.10807965,8.469161083,9.549957578,-999,145231.7445,1,1,0.191841751,PCALoadCen,13,260.7552,33.46041421,33.46041421,8.1486,-731029.324,-1760217.13,452
1528,37644,0.108027063,8.213647351,9.293917985,-999,140918.6374,1,1,0.191935077,PCALoadCen,13,265.4208,32.36069286,32.36069286,8.2944,-731029.324,-1757337.13,452
