,,Site LCOE ($/MWh),Transmission LCOE ($/MWh),Site LCOE + Trans LCOE,,Capital Cost Transmission ($/MW),,,Net Capacity Factor,Grid Feature Connection,Resource Class,Capacity (MW),Onshore Distance,Distance from Point to Grid,Area (sq.km),,,ReEDS Demand Region
gid,line_join_gid,site_lcoe,trans_lcoe,full_lcoe,subjoin,cap_cost_trans,transmission_multiplier,region_sub_cost_mult,ncf,category,re_class,capacity,onshore_dist,dist_mi,sq_km,lat,lon,demreg
8756,35304,0.104354002,13.70433618,14.74787619,-999,243396.2565,1,1,0.198690847,PCALoadCen,13,251.424,58.48961154,58.48961154,7.857,-932629.324,-1037337.13,413
8757,35304,0.104167998,12.8936281,13.93530808,-999,229406.4639,1,1,0.199045554,PCALoadCen,13,265.1616,54.92260682,54.92260682,8.2863,-932629.324,-1031577.13,412
8758,35304,0.104263783,13.29894232,14.34158015,-999,236400.6131,1,1,0.198862761,PCALoadCen,13,258.4224,56.70591868,56.70591868,8.0757,-932629.324,-1034457.13,413
8759,35304,0.104409389,12.52954068,13.57363458,-999,222413.9596,1,1,0.198586106,PCALoadCen,13,265.1616,53.13971432,53.13971432,8.2863,-932629.324,-1028697.13,412
8760,35304,0.104529887,12.14975286,13.19505174,-999,215423.2712,1,1,0.198356822,PCALoadCen,13,253.2384,51.35728485,51.35728485,7.9137,-932629.324,-1025817.13,412
8761,35304,0.104595378,11.76297227,12.80892605,-999,208434.5947,1,1,0.198232427,PCALoadCen,13,264.1248,49.57536836,49.57536836,8.2539,-932629.324,-1022937.13,412
8762,35304,0.104616255,11.37096307,12.41712562,-999,201448.1552,1,1,0.198192865,PCALoadCen,13,265.4208,47.79402223,47.79402223,8.2944,-932629.324,-1020057.13,412
8763,35304,0.104510672,10.96567264,12.01077936,-999,194464.2124,1,1,0.198393017,PCALoadCen,13,265.4208,46.01331269,46.01331269,8.2944,-932629.324,-1017177.13,412
8764,35304,0.104669474,10.19400037,11.24069511,-999,180505.0735,1,1,0.198091909,PCALoadCen,13,259.9776,42.4541238,42.4541238,8.1243,-932629.324,-1011417.13,412
8765,35304,0.104613304,10.58240031,11.62853335,-999,187483.0678,1,1,0.198198259,PCALoadCen,13,265.4208,44.23331663,44.23331663,8.2944,-932629.324,-1014297.13,412
8766,35304,0.104719363,9.804790479,10.85198411,-999,173530.6429,1,1,0.197997555,PCALoadCen,13,243.9072,40.67583959,40.67583959,7.6221,-932629.324,-1008537.13,412
8767,35304,0.104791701,9.417456605,10.46537361,-999,166560.2645,1,1,0.197860792,PCALoadCen,13,250.128,38.89858861,38.89858861,7.8165,-932629.324,-1005657.13,412
8768,35304,0.104709782,9.016547555,10.06364537,-999,159594.5206,1,1,0.19801572,PCALoadCen,13,229.1328,37.12251928,37.12251928,7.1604,-932629.324,-1002777.13,412
8769,35304,0.104652449,8.618587723,9.665112217,-999,152634.1096,1,1,0.19812417,PCALoadCen,13,247.2768,35.3478097,35.3478097,7.7274,-932629.324,-999897.1304,412
8770,35304,0.104557328,8.218431846,9.264005126,-999,145679.8773,1,1,0.198304504,PCALoadCen,13,239.5008,33.5746755,33.5746755,7.4844,-932629.324,-997017.1304,412
8771,35304,0.104480699,7.820786438,8.865593426,-999,138732.8571,1,1,0.198449895,PCALoadCen,13,233.5392,31.80338018,31.80338018,7.2981,-932629.324,-994137.1304,412
8772,35304,0.104521796,7.432563354,8.477781315,-999,131794.3249,1,1,0.198371857,PCALoadCen,13,252.72,30.03424909,30.03424909,7.8975,-932629.324,-991257.1304,412
8773,35304,0.104992501,7.073531179,8.123456193,-999,124865.8746,1,1,0.197482884,PCALoadCen,13,258.6816,28.26768858,28.26768858,8.0838,-932629.324,-988377.1304,412
8774,35304,0.105091564,6.688022471,7.738938114,-999,117949.522,1,1,0.197296977,PCALoadCen,13,250.128,26.50421264,26.50421264,7.8165,-932629.324,-985497.1304,412
8775,35304,0.104954489,6.288446634,7.33799152,-999,111047.8537,1,1,0.197555333,PCALoadCen,13,258.9408,24.74448079,24.74448079,8.0919,-932629.324,-982617.1304,412
8776,35304,0.104795128,5.889664607,6.937615888,-999,104164.2418,1,1,0.197856382,PCALoadCen,13,256.3488,22.98935282,22.98935282,8.0109,-932629.324,-979737.1304,412
8777,35304,0.105555072,5.541676628,6.597227352,-999,97303.16256,1,1,0.196429968,PCALoadCen,13,227.5776,21.23997006,21.23997006,7.1118,-932629.324,-976857.1304,412
8778,35304,0.10567531,5.158416648,6.215169747,-999,90470.68133,1,1,0.19620651,PCALoadCen,13,223.9488,19.49787897,19.49787897,6.9984,-932629.324,-973977.1304,412
8779,35304,0.105509691,4.763457269,5.818554178,-999,83675.21167,1,1,0.196515366,PCALoadCen,13,181.1808,17.7652248,17.7652248,5.6619,-932629.324,-971097.1304,412
8780,35304,0.105245359,4.368444178,5.42089777,-999,76928.74502,1,1,0.197007984,PCALoadCen,13,220.32,16.04506502,16.04506502,6.885,-932629.324,-968217.1304,412
8781,35304,0.105262488,3.989771662,5.042396543,-999,70248.91632,1,1,0.19697611,PCALoadCen,13,253.7568,14.34189605,14.34189605,7.9299,-932629.324,-965337.1304,412
8782,35304,0.104722477,3.597159044,4.644383819,-999,63662.6221,1,1,0.197991639,PCALoadCen,13,259.4592,12.66257575,12.66257575,8.1081,-932629.324,-962457.1304,412
8783,35304,0.10470745,3.232249447,4.279323944,-999,57212.65198,1,1,0.198020056,PCALoadCen,13,261.2736,11.01801427,11.01801427,8.1648,-932629.324,-959577.1304,412
8784,35304,0.104666844,2.878474909,3.925143349,-999,50970.42544,1,1,0.198096946,PCALoadCen,13,255.312,9.42642158,9.42642158,7.9785,-932629.324,-956697.1304,412
8785,35304,0.104660876,2.54462699,3.591235751,-999,45061.44286,1,1,0.19810842,PCALoadCen,13,238.9824,7.919796751,7.919796751,7.4682,-932629.324,-953817.1304,412
8786,35304,0.10477154,2.245162974,3.29287837,-999,39716.45227,1,1,0.197899431,PCALoadCen,13,202.176,6.556974061,6.556974061,6.318,-932629.324,-950937.1304,412
8787,35304,0.104914583,2.001797449,3.050943282,-999,35363.06185,1,1,0.197629467,PCALoadCen,13,221.8752,5.446981603,5.446981603,6.9336,-932629.324,-948057.1304,412
8788,35304,0.105114609,1.854959554,2.906105644,-999,32706.86279,1,1,0.19725427,PCALoadCen,13,245.7216,4.769725341,4.769725341,7.6788,-932629.324,-945177.1304,412
8789,35304,0.105214402,1.844651525,2.896795546,-999,32494.18364,1,1,0.197066709,PCALoadCen,13,240.7968,4.715498123,4.715498123,7.5249,-932629.324,-942297.1304,412
8790,35304,0.105265468,1.976519962,3.029174646,-999,34800.11421,1,1,0.196970612,PCALoadCen,13,232.7616,5.303445745,5.303445745,7.2738,-932629.324,-939417.1304,412
8791,35304,0.105331384,2.212600508,3.265914345,-999,38932.3079,1,1,0.196847141,PCALoadCen,13,223.1712,6.357039239,6.357039239,6.9741,-932629.324,-936537.1304,412
8792,35304,0.105513111,2.511985607,3.567116715,-999,44124.11595,1,1,0.196508273,PCALoadCen,13,186.8832,7.680804678,7.680804678,5.8401,-932629.324,-933657.1304,412
8793,34125,0.105529062,1.66442163,2.719712254,11775,29231.83564,1,1,0.196478352,Substation,13,3.6288,7.453298225,7.453298225,0.1134,-932629.324,-930777.1304,412
8794,35231,0.116840348,23.17134882,24.3397523,-999,367555.8432,1,1,0.177457348,PCALoadCen,11,3.888,90.14682387,90.14682387,0.1215,-935509.324,-1820697.13,451
8795,35231,0.112872347,22.47554432,23.60426779,-999,369051.9717,1,1,0.183695823,PCALoadCen,12,183.5136,90.52829466,90.52829466,5.7348,-935509.324,-1814937.13,451
8796,35231,0.115506604,22.94307812,24.09814416,-999,368235.1726,1,1,0.179554194,PCALoadCen,11,135.0432,90.32003381,90.32003381,4.2201,-935509.324,-1817817.13,451
8797,35231,0.115506604,22.94307812,24.09814416,-999,368235.1726,1,1,0.179554194,PCALoadCen,12,68.4288,90.32003381,90.32003381,2.1384,-935509.324,-1817817.13,451
8798,35231,0.112595782,22.47837294,23.60433075,-999,370005.2941,1,1,0.184147164,PCALoadCen,12,96.6816,90.77136515,90.77136515,3.0213,-935509.324,-1812057.13,451
8799,35231,0.11200387,22.42563483,23.54567354,-999,371094.0466,1,1,0.185123354,PCALoadCen,12,42.768,91.0489665,91.0489665,1.3365,-935509.324,-1809177.13,451
8800,35231,0.111031145,22.30315466,23.41346611,-999,372316.9946,1,1,0.186753407,PCALoadCen,12,11.1456,91.36078393,91.36078393,0.3483,-935509.324,-1806297.13,451
8801,35231,0.1093366,22.04346811,23.13683411,-999,373672.7692,1,1,0.18964155,PCALoadCen,12,26.9568,91.70646843,91.70646843,0.8424,-935509.324,-1803417.13,451
8802,35231,0.107481614,21.75632921,22.83114535,-999,375159.8746,1,1,0.192909107,PCALoadCen,13,13.2192,92.0856386,92.0856386,0.4131,-935509.324,-1800537.13,451
8803,35231,0.107111141,21.77476467,22.84587608,-999,376776.6957,1,1,0.193576455,PCALoadCen,13,33.4368,92.49788263,92.49788263,1.0449,-935509.324,-1797657.13,451
8804,35231,0.106995299,21.85192699,22.92187999,-999,378521.5064,1,1,0.193786174,PCALoadCen,13,39.6576,92.94276043,92.94276043,1.2393,-935509.324,-1794777.13,451
8805,35231,0.106752068,21.91004483,22.97756551,-999,380392.4783,1,1,0.194227457,PCALoadCen,13,9.072,93.41980579,93.41980579,0.2835,-935509.324,-1791897.13,451
8806,35231,0.106435843,21.95972899,23.02408742,-999,382387.6891,1,1,0.19480446,PCALoadCen,13,27.9936,93.92852859,93.92852859,0.8748,-935509.324,-1789017.13,451
8807,35231,0.106558926,22.1067418,23.17233106,-999,384505.1318,1,1,0.194580525,PCALoadCen,13,64.5408,94.46841707,94.46841707,2.0169,-935509.324,-1786137.13,451
8808,35231,0.106527157,22.22875263,23.2940242,-999,386742.7231,1,1,0.194638625,PCALoadCen,13,70.5024,95.03894011,95.03894011,2.2032,-935509.324,-1783257.13,451
8809,35231,0.106132969,22.2815022,23.3428319,-999,389098.313,1,1,0.195360541,PCALoadCen,13,23.0688,95.63954946,95.63954946,0.7209,-935509.324,-1780377.13,451
8810,35231,0.105771042,22.34656449,23.40427491,-999,391569.6929,1,1,0.196028978,PCALoadCen,13,10.368,96.26968202,96.26968202,0.324,-935509.324,-1777497.13,451
8811,35231,0.105891488,22.51971465,23.57862954,-999,394154.6046,1,1,0.195805863,PCALoadCen,13,9.8496,96.928762,96.928762,0.3078,-935509.324,-1774617.13,451
8812,35231,0.105626926,22.61701585,23.67328511,-999,396850.7484,1,1,0.196297094,PCALoadCen,13,44.064,97.61620306,97.61620306,1.377,-935509.324,-1771737.13,451
8813,35231,0.105527118,22.75543487,23.81070605,-999,399655.7916,1,1,0.196482077,PCALoadCen,13,29.0304,98.33141039,98.33141039,0.9072,-935509.324,-1768857.13,451
8814,35231,0.10561572,22.94045038,23.99660759,-999,402567.3756,1,1,0.196317315,PCALoadCen,13,46.1376,99.07378266,99.07378266,1.4418,-935509.324,-1765977.13,451
8815,35231,0.105970807,23.18998859,24.24969666,-999,405583.124,1,1,0.195659667,PCALoadCen,13,30.8448,99.84271393,99.84271393,0.9639,-935509.324,-1763097.13,451
8816,35231,0.106011488,23.37722281,24.43733769,-999,408700.6492,1,1,0.195584476,PCALoadCen,13,13.7376,100.6375954,100.6375954,0.4293,-935509.324,-1760217.13,451
8817,35231,0.105707906,23.49356198,24.55064104,-999,411917.5589,1,1,0.196147785,PCALoadCen,13,19.1808,101.4578172,101.4578172,0.5994,-935509.324,-1757337.13,451
8818,35231,0.105585441,23.65534715,24.71120156,-999,415231.4628,1,1,0.196373507,PCALoadCen,13,30.0672,102.3027697,102.3027697,0.9396,-935509.324,-1754457.13,451
8819,35231,0.105804645,23.89903742,24.95708387,-999,418639.9778,1,1,0.195966691,PCALoadCen,13,13.7376,103.1718454,103.1718454,0.4293,-935509.324,-1751577.13,451
8820,35231,0.106198996,24.18870985,25.25069981,-999,422140.7334,1,1,0.195238978,PCALoadCen,13,9.5904,104.0644399,104.0644399,0.2997,-935509.324,-1748697.13,451
8821,35231,0.106569,24.47933226,25.54502225,-999,425731.377,1,1,0.194562018,PCALoadCen,13,39.3984,104.9799533,104.9799533,1.2312,-935509.324,-1745817.13,451
8822,35231,0.106725127,24.72711978,25.79437104,-999,429409.5775,1,1,0.194276452,PCALoadCen,13,68.688,105.9177913,105.9177913,2.1465,-935509.324,-1742937.13,451
8823,35231,0.106634818,24.9227247,25.98907288,-999,433173.0301,1,1,0.194441006,PCALoadCen,13,77.2416,106.8773662,106.8773662,2.4138,-935509.324,-1740057.13,451
8824,35231,0.105950773,24.98226684,26.04177457,-999,437019.4595,1,1,0.195700034,PCALoadCen,13,73.6128,107.8580978,107.8580978,2.3004,-935509.324,-1737177.13,451
8825,35231,0.105513752,25.10316234,26.15829986,-999,440946.6229,1,1,0.196507692,PCALoadCen,13,8.2944,108.8594143,108.8594143,0.2592,-935509.324,-1734297.13,451
8826,35231,0.1065455,25.81367442,26.87912943,-999,449034.3615,1,1,0.19460398,PCALoadCen,13,225.7632,110.9215608,110.9215608,7.0551,-935509.324,-1728537.13,451
8827,35231,0.106194913,25.49414637,26.5560955,-999,444952.3133,1,1,0.195251763,PCALoadCen,13,39.3984,109.880753,109.880753,1.2312,-935509.324,-1731417.13,451
8828,35231,0.106878065,26.13389001,27.20267066,-999,453190.6384,1,1,0.193998709,PCALoadCen,13,241.3152,111.9812948,111.9812948,7.5411,-935509.324,-1725657.13,451
8829,35231,0.106850818,26.37102925,27.43953743,-999,457419.0566,1,1,0.194047987,PCALoadCen,13,166.9248,113.0594229,113.0594229,5.2164,-935509.324,-1722777.13,451
8830,35231,0.106796481,26.60532139,27.6732862,-999,461717.5723,1,1,0.194146633,PCALoadCen,13,166.6656,114.1554238,114.1554238,5.2083,-935509.324,-1719897.13,451
8831,35231,0.106764764,26.84894926,27.9165969,-999,466084.1859,1,1,0.19420439,PCALoadCen,13,96.6816,115.2687878,115.2687878,3.0213,-935509.324,-1717017.13,451
8832,35231,0.106838696,27.12307169,28.19145865,-999,470516.9433,1,1,0.194069982,PCALoadCen,13,34.992,116.3990166,116.3990166,1.0935,-935509.324,-1714137.13,451
8833,35231,0.106867164,27.3894704,28.45814204,-999,475011.988,1,1,0.194018394,PCALoadCen,13,32.1408,117.545127,117.545127,1.0044,-935509.324,-1711257.13,451
8834,35231,0.106899999,27.66075915,28.72975915,-999,479569.3545,1,1,0.193958715,PCALoadCen,13,243.3888,118.7071276,118.7071276,7.6059,-935509.324,-1708377.13,451
8835,35231,0.106939211,27.93737304,29.00676515,-999,484187.3207,1,1,0.193887502,PCALoadCen,13,104.7168,119.8845795,119.8845795,3.2724,-935509.324,-1705497.13,451
8836,37238,0.106903106,30.2897683,31.35879936,-999,525154.3685,1,1,0.193960369,PCALoadCen,12,28.2528,130.3300277,130.3300277,0.8829,-935509.324,-1561497.13,406
8837,37238,0.106903106,30.2897683,31.35879936,-999,525154.3685,1,1,0.193960369,PCALoadCen,13,110.4192,130.3300277,130.3300277,3.4506,-935509.324,-1561497.13,406
8838,37238,0.106832959,29.67938232,30.74771191,-999,514890.0449,1,1,0.194080368,PCALoadCen,13,265.4208,127.712913,127.712913,8.2944,-935509.324,-1555737.13,406
8839,37238,0.106715567,29.35527342,30.4224291,-999,509827.2321,1,1,0.194293767,PCALoadCen,13,264.384,126.4220378,126.4220378,8.262,-935509.324,-1552857.13,406
8840,37238,0.106804647,29.96551047,31.03355693,-999,519999.5572,1,1,0.194134742,PCALoadCen,12,19.44,129.0156954,129.0156954,0.6075,-935509.324,-1558617.13,406
8841,37238,0.106804647,29.96551047,31.03355693,-999,519999.5572,1,1,0.194134742,PCALoadCen,13,245.9808,129.0156954,129.0156954,7.6869,-935509.324,-1558617.13,406
8842,37238,0.107073896,28.31251703,29.38325598,-999,490072.5683,1,1,0.193643928,PCALoadCen,13,265.4208,121.3851525,121.3851525,8.2944,-935509.324,-1541337.13,406
8843,37238,0.106921159,29.12249312,30.19170471,-999,504812.5639,1,1,0.193920434,PCALoadCen,13,264.1248,125.143438,125.143438,8.2539,-935509.324,-1549977.13,406
8844,37238,0.107064724,28.87477737,29.94542461,-999,499847.5312,1,1,0.193660423,PCALoadCen,13,222.6528,123.8774939,123.8774939,6.9579,-935509.324,-1547097.13,406
8845,37238,0.107160948,28.61661816,29.68822764,-999,494933.6711,1,1,0.193486497,PCALoadCen,13,245.9808,122.6245974,122.6245974,7.6869,-935509.324,-1544217.13,406
8846,37238,0.107081421,28.03678215,29.10759635,-999,485265.8553,1,1,0.193630397,PCALoadCen,13,265.4208,120.1595755,120.1595755,8.2944,-935509.324,-1538457.13,406
8847,37238,0.107176557,27.78700479,28.85877036,-999,480515.2133,1,1,0.193458304,PCALoadCen,13,265.4208,118.9482951,118.9482951,8.2944,-935509.324,-1535577.13,406
8848,37238,0.107387915,27.56979743,28.64367658,-999,475822.3727,1,1,0.193078205,PCALoadCen,13,265.4208,117.7517523,117.7517523,8.2944,-935509.324,-1532697.13,406
8849,37238,0.107728496,27.12230664,28.19959161,-999,466617.2651,1,1,0.192466944,PCALoadCen,13,265.1616,115.4047081,115.4047081,8.2863,-935509.324,-1526937.13,406
8850,37238,0.107705943,27.38230825,28.45936769,-999,471189.1134,1,1,0.192507282,PCALoadCen,13,264.9024,116.5704012,116.5704012,8.2782,-935509.324,-1529817.13,406
8851,37238,0.107405968,26.26838427,27.34244395,-999,453283.5172,1,1,0.19304499,PCALoadCen,13,265.4208,112.0049764,112.0049764,8.2944,-935509.324,-1518297.13,406
8852,37238,0.107773989,26.61278616,27.69052606,-999,457661.8044,1,1,0.192387253,PCALoadCen,13,264.6432,113.1213168,113.1213168,8.2701,-935509.324,-1521177.13,406
8853,37238,0.107978106,26.92234145,28.0021225,-999,462107.2491,1,1,0.192022413,PCALoadCen,13,260.2368,114.2547805,114.2547805,8.1324,-935509.324,-1524057.13,406
8854,37238,0.107250184,25.98090512,27.05340695,-999,448974.4155,1,1,0.193325564,PCALoadCen,13,265.4208,110.9062763,110.9062763,8.2944,-935509.324,-1515417.13,406
8855,37238,0.107731536,25.85106364,26.928379,-999,444736.5757,1,1,0.192462623,PCALoadCen,13,265.4208,109.825746,109.825746,8.2944,-935509.324,-1512537.13,406
8856,37238,0.107646748,25.58886889,26.66533637,-999,440572.1215,1,1,0.192614019,PCALoadCen,13,265.4208,108.763927,108.763927,8.2944,-935509.324,-1509657.13,406
8857,37238,0.10742414,25.29895998,26.37320138,-999,436483.2233,1,1,0.193013132,PCALoadCen,13,265.4208,107.7213726,107.7213726,8.2944,-935509.324,-1506777.13,406
8858,37238,0.107200935,25.01449537,26.08650473,-999,432472.0956,1,1,0.193414181,PCALoadCen,13,263.3472,106.6986475,106.6986475,8.2296,-935509.324,-1503897.13,406
8859,37238,0.107270479,24.80319614,25.87590093,-999,428540.9962,1,1,0.193288803,PCALoadCen,13,172.8864,105.6963274,105.6963274,5.4027,-935509.324,-1501017.13,406
8860,37238,0.107579231,24.65108593,25.72687825,-999,424692.223,1,1,0.192734838,PCALoadCen,13,233.0208,104.7149982,104.7149982,7.2819,-935509.324,-1498137.13,406
8861,37238,0.10782665,24.48886213,25.56712863,-999,420928.112,1,1,0.192292035,PCALoadCen,13,265.4208,103.7552555,103.7552555,8.2944,-935509.324,-1495257.13,406
8862,37238,0.108003132,24.31466453,25.39469585,-999,417251.034,1,1,0.191977844,PCALoadCen,13,265.4208,102.8177037,102.8177037,8.2944,-935509.324,-1492377.13,406
8863,37238,0.108323529,24.17714967,25.26038496,-999,413663.3913,1,1,0.191409707,PCALoadCen,13,265.4208,101.9029555,101.9029555,8.2944,-935509.324,-1489497.13,406
8864,37238,0.107868433,23.87199768,24.95068201,-999,410167.6137,1,1,0.192218229,PCALoadCen,13,199.0656,101.0116302,101.0116302,6.2208,-935509.324,-1486617.13,406
8865,37238,0.107785448,23.65593054,24.73378502,-999,406766.1539,1,1,0.192365304,PCALoadCen,13,17.6256,100.1443534,100.1443534,0.5508,-935509.324,-1483737.13,406
8866,37238,0.107651584,23.43439956,24.5109154,-999,403461.4834,1,1,0.192606181,PCALoadCen,13,36.8064,99.30175506,99.30175506,1.1502,-935509.324,-1480857.13,406
8867,37231,0.107067749,3.299619666,4.370297155,-999,57117.60977,1,1,0.193654731,LoadCen,13,1.296,14.56338852,14.56338852,0.0405,-935509.324,-1475097.13,406
8868,37238,0.106986977,23.10489499,24.17476476,-999,400256.0863,1,1,0.193800956,PCALoadCen,13,49.5072,98.48446871,98.48446871,1.5471,-935509.324,-1477977.13,406
8869,37238,0.10787531,22.94147003,24.02022313,-999,394153.0796,1,1,0.192205429,PCALoadCen,13,21.2544,96.92837318,96.92837318,0.6642,-935509.324,-1472217.13,406
8870,37238,0.107909679,22.78041062,23.85950742,-999,391260.4492,1,1,0.192143798,PCALoadCen,13,214.6176,96.19083355,96.19083355,6.7068,-935509.324,-1469337.13,406
8871,37238,0.107967906,22.63052109,23.71020015,-999,388477.0366,1,1,0.192040473,PCALoadCen,13,204.5088,95.48114141,95.48114141,6.3909,-935509.324,-1466457.13,406
8872,37238,0.108115755,22.50567799,23.58683554,-999,385805.2947,1,1,0.191777676,PCALoadCen,13,260.7552,94.79992215,94.79992215,8.1486,-935509.324,-1463577.13,406
8873,37238,0.108143665,22.36216297,23.44359962,-999,383247.6475,1,1,0.191728935,PCALoadCen,13,264.9024,94.14779385,94.14779385,8.2782,-935509.324,-1460697.13,406
8874,37238,0.108069912,22.20454869,23.28524781,-999,380806.4817,1,1,0.191859961,PCALoadCen,13,265.4208,93.52536504,93.52536504,8.2944,-935509.324,-1457817.13,406
8875,37238,0.107928626,22.04028212,23.11956839,-999,378484.1377,1,1,0.19211112,PCALoadCen,13,263.6064,92.93323246,92.93323246,8.2377,-935509.324,-1454937.13,406
8876,37238,0.107630387,21.85160377,22.92790764,-999,376282.9006,1,1,0.192642957,PCALoadCen,13,264.6432,92.37197874,92.37197874,8.2701,-935509.324,-1452057.13,406
8877,37238,0.107404776,21.68544721,22.75949497,-999,374204.9907,1,1,0.193047047,PCALoadCen,13,265.1616,91.84217,91.84217,8.2863,-935509.324,-1449177.13,406
8878,37238,0.107390366,21.56940846,22.64331213,-999,372252.554,1,1,0.193072945,PCALoadCen,13,264.1248,91.34435338,91.34435338,8.2539,-935509.324,-1446297.13,406
8879,37238,0.107426099,21.47080373,22.54506473,-999,370427.6523,1,1,0.19300878,PCALoadCen,13,264.9024,90.87905463,90.87905463,8.2782,-935509.324,-1443417.13,406
8880,37238,0.107506551,21.38853904,22.46360455,-999,368732.2539,1,1,0.192864358,PCALoadCen,13,265.1616,90.44677561,90.44677561,8.2863,-935509.324,-1440537.13,406
8881,37238,0.107679531,21.33209019,22.4088855,-999,367168.2241,1,1,0.192554489,PCALoadCen,13,239.5008,90.04799186,90.04799186,7.4844,-935509.324,-1437657.13,406
8882,37238,0.1078775,21.2879945,22.36676951,-999,365737.315,1,1,0.192201376,PCALoadCen,13,236.3904,89.68315019,89.68315019,7.3872,-935509.324,-1434777.13,406
8883,37238,0.107994884,21.23559833,22.31554717,-999,364441.1576,1,1,0.191992775,PCALoadCen,13,255.8304,89.35266638,89.35266638,7.9947,-935509.324,-1431897.13,406
8884,37238,0.108058698,21.18048235,22.26106934,-999,363281.2518,1,1,0.191879734,PCALoadCen,13,256.608,89.05692294,89.05692294,8.019,-935509.324,-1429017.13,406
8885,37238,0.108361311,21.18008139,22.2636945,-999,362258.9591,1,1,0.191343397,PCALoadCen,13,174.4416,88.79626697,88.79626697,5.4513,-935509.324,-1426137.13,406
8886,37238,0.108582936,21.12812373,22.2139531,-999,360631.9193,1,1,0.190952435,PCALoadCen,12,4.1472,88.38141746,88.38141746,0.1296,-935509.324,-1420377.13,406
8887,37238,0.10852249,21.15987256,22.24509745,-999,361375.4944,1,1,0.191059053,PCALoadCen,12,49.7664,88.57100826,88.57100826,1.5552,-935509.324,-1423257.13,406
8888,37238,0.10852249,21.15987256,22.24509745,-999,361375.4944,1,1,0.191059053,PCALoadCen,13,15.0336,88.57100826,88.57100826,0.4698,-935509.324,-1423257.13,406
8889,37238,0.108406931,21.05843885,22.14250816,-999,360029.1355,1,1,0.191264093,PCALoadCen,12,3.6288,88.22772451,88.22772451,0.1134,-935509.324,-1417497.13,406
8890,37238,0.108406931,21.05843885,22.14250816,-999,360029.1355,1,1,0.191264093,PCALoadCen,13,3.1104,88.22772451,88.22772451,0.0972,-935509.324,-1417497.13,406
8891,37238,0.108662613,21.08121648,22.16784261,-999,359567.8799,1,1,0.190812662,PCALoadCen,12,47.1744,88.11011726,88.11011726,1.4742,-935509.324,-1414617.13,406
8892,37238,0.108662613,21.08121648,22.16784261,-999,359567.8799,1,1,0.190812662,PCALoadCen,13,3.3696,88.11011726,88.11011726,0.1053,-935509.324,-1414617.13,406
8893,37238,0.108193524,20.97158862,22.05352386,-999,359248.7196,1,1,0.19163987,PCALoadCen,12,1.8144,88.02874034,88.02874034,0.0567,-935509.324,-1411737.13,406
8894,37238,0.108193524,20.97158862,22.05352386,-999,359248.7196,1,1,0.19163987,PCALoadCen,13,101.6064,88.02874034,88.02874034,3.1752,-935509.324,-1411737.13,406
8895,37238,0.108278252,20.97766495,22.06044747,-999,359072.049,1,1,0.191490144,PCALoadCen,12,3.1104,87.98369428,87.98369428,0.0972,-935509.324,-1408857.13,406
8896,37238,0.108278252,20.97766495,22.06044747,-999,359072.049,1,1,0.191490144,PCALoadCen,13,59.8752,87.98369428,87.98369428,1.8711,-935509.324,-1408857.13,406
8897,37238,0.108354777,20.99053022,22.07407799,-999,359038.0869,1,1,0.191354677,PCALoadCen,12,45.1008,87.97503489,87.97503489,1.4094,-935509.324,-1405977.13,406
8898,37238,0.108354777,20.99053022,22.07407799,-999,359038.0869,1,1,0.191354677,PCALoadCen,13,84.7584,87.97503489,87.97503489,2.6487,-935509.324,-1405977.13,406
8899,37238,0.108469963,21.01918854,22.10388817,-999,359146.8754,1,1,0.191151679,PCALoadCen,12,85.0176,88.00277292,88.00277292,2.6568,-935509.324,-1403097.13,406
8900,37238,0.108469963,21.01918854,22.10388817,-999,359146.8754,1,1,0.191151679,PCALoadCen,13,54.432,88.00277292,88.00277292,1.701,-935509.324,-1403097.13,406
8901,37238,0.108637609,21.06633917,22.15271526,-999,359398.2797,1,1,0.190857351,PCALoadCen,12,80.352,88.06687396,88.06687396,2.511,-935509.324,-1400217.13,406
8902,37238,0.108637609,21.06633917,22.15271526,-999,359398.2797,1,1,0.190857351,PCALoadCen,13,43.0272,88.06687396,88.06687396,1.3446,-935509.324,-1400217.13,406
8903,37238,0.108754672,21.14367039,22.23121711,-999,360327.5171,1,1,0.19065097,PCALoadCen,12,42.768,88.30380343,88.30380343,1.3365,-935509.324,-1394457.13,406
8904,37238,0.108821779,21.19645266,22.28467046,-999,361004.2082,1,1,0.19053337,PCALoadCen,12,24.624,88.4763407,88.4763407,0.7695,-935509.324,-1391577.13,406
8905,37238,0.10870298,21.10220495,22.18923475,-999,359791.9887,1,1,0.190741688,PCALoadCen,12,50.8032,88.16725872,88.16725872,1.5876,-935509.324,-1397337.13,406
8906,37238,0.10870298,21.10220495,22.18923475,-999,359791.9887,1,1,0.190741688,PCALoadCen,13,0.7776,88.16725872,88.16725872,0.0243,-935509.324,-1397337.13,406
8907,37238,0.108916126,21.26284824,22.3520095,-999,361821.2383,1,1,0.19036828,PCALoadCen,12,24.1056,88.68466044,88.68466044,0.7533,-935509.324,-1388697.13,406
8908,37264,0.108864002,21.01424608,22.1028861,-999,357762.1508,1,1,0.19045946,PCALoadCen,12,60.6528,87.64970699,87.64970699,1.8954,-935509.324,-1385817.13,406
